state_code,state,capital,region,lat,lon,metric,slope_per_year,slope_per_decade,intercept,method,n_years,first_year,last_year
DF,Distrito Federal,Brasília,Centro-Oeste,-15.7939,-47.8828,mean_t2m_min_c,0.027599030200198073,0.2759903020019807,-38.507314540343415,theilslopes,46,1981,2026
DF,Distrito Federal,Brasília,Centro-Oeste,-15.7939,-47.8828,mean_t2m_range_c,0.03505584826132775,0.3505584826132775,-58.97493993677563,theilslopes,46,1981,2026
DF,Distrito Federal,Brasília,Centro-Oeste,-15.7939,-47.8828,mean_rh2m_pct,-0.25446038251366093,-2.544603825136609,579.9358284209143,theilslopes,46,1981,2026
DF,Distrito Federal,Brasília,Centro-Oeste,-15.7939,-47.8828,mean_solar_kwh_m2_day,0.02400483481063652,0.2400483481063652,-28.44065269943581,theilslopes,43,1984,2026
DF,Distrito Federal,Brasília,Centro-Oeste,-15.7939,-47.8828,mean_ws10m_m_s,-0.00905506400179658,-0.0905506400179658,21.317944015270683,theilslopes,46,1981,2026
DF,Distrito Federal,Brasília,Centro-Oeste,-15.7939,-47.8828,mean_ws50m_m_s,-0.012333748443337495,-0.12333748443337496,29.534569677234984,theilslopes,46,1981,2026
DF,Distrito Federal,Brasília,Centro-Oeste,-15.7939,-47.8828,mean_vpd_kpa,0.009015106538378231,0.09015106538378231,-17.244635117393933,theilslopes,46,1981,2026
ES,Espírito Santo,Vitória,Sudeste,-20.3155,-40.3128,annual_precip_mm,-7.366000000000003,-73.66000000000003,16016.116000000005,theilslopes,46,1981,2026
ES,Espírito Santo,Vitória,Sudeste,-20.3155,-40.3128,rainy_days_ge_1mm,-1.6470588235294117,-16.470588235294116,3478.382352941176,theilslopes,46,1981,2026
ES,Espírito Santo,Vitória,Sudeste,-20.3155,-40.3128,heavy_rain_days_ge_20mm,0.0,0.0,10.0,theilslopes,46,1981,2026
ES,Espírito Santo,Vitória,Sudeste,-20.3155,-40.3128,extreme_rain_days_ge_50mm,0.0,0.0,0.0,theilslopes,46,1981,2026
ES,Espírito Santo,Vitória,Sudeste,-20.3155,-40.3128,dry_days_lt_1mm,1.4761904761904763,14.761904761904763,-2773.0476190476193,theilslopes,46,1981,2026
ES,Espírito Santo,Vitória,Sudeste,-20.3155,-40.3128,longest_dry_spell_days,0.030303030303030304,0.30303030303030304,-39.21212121212121,theilslopes,46,1981,2026
ES,Espírito Santo,Vitória,Sudeste,-20.3155,-40.3128,max_1day_precip_mm,0.1960000000000001,1.9600000000000009,-348.8610000000002,theilslopes,46,1981,2026
ES,Espírito Santo,Vitória,Sudeste,-20.3155,-40.3128,max_5day_precip_mm,0.14000000000000057,1.4000000000000057,-168.05000000000115,theilslopes,46,1981,2026
ES,Espírito Santo,Vitória,Sudeste,-20.3155,-40.3128,rainfall_concentration,0.0008302084472495401,0.0083020844724954,-1.5695135729785628,theilslopes,46,1981,2026
ES,Espírito Santo,Vitória,Sudeste,-20.3155,-40.3128,mean_t2m_c,0.024913242009132593,0.2491324200913259,-27.891611872146463,theilslopes,46,1981,2026
ES,Espírito Santo,Vitória,Sudeste,-20.3155,-40.3128,mean_t2m_max_c,0.03862130974796575,0.3862130974796575,-51.083643395117875,theilslopes,46,1981,2026
ES,Espírito Santo,Vitória,Sudeste,-20.3155,-40.3128,mean_t2m_min_c,0.01705577299412881,0.1705577299412881,-15.110867176220797,theilslopes,46,1981,2026
ES,Espírito Santo,Vitória,Sudeste,-20.3155,-40.3128,mean_t2m_range_c,0.02149371311576564,0.21493713115765642,-35.906975321829755,theilslopes,46,1981,2026
ES,Espírito Santo,Vitória,Sudeste,-20.3155,-40.3128,mean_rh2m_pct,-0.0713621614929718,-0.713621614929718,224.73489465327245,theilslopes,46,1981,2026
ES,Espírito Santo,Vitória,Sudeste,-20.3155,-40.3128,mean_solar_kwh_m2_day,0.0010470135284608162,0.010470135284608162,15.48773241095519,theilslopes,43,1984,2026
ES,Espírito Santo,Vitória,Sudeste,-20.3155,-40.3128,mean_ws10m_m_s,-0.0008189200904537706,-0.008189200904537706,5.873798286844311,theilslopes,46,1981,2026
ES,Espírito Santo,Vitória,Sudeste,-20.3155,-40.3128,mean_ws50m_m_s,-0.0023624801327212413,-0.02362480132721241,10.452434425359062,theilslopes,46,1981,2026
ES,Espírito Santo,Vitória,Sudeste,-20.3155,-40.3128,mean_vpd_kpa,0.0027349295024974556,0.027349295024974556,-4.991121557196397,theilslopes,46,1981,2026
GO,Goiás,Goiânia,Centro-Oeste,-16.6869,-49.2648,annual_precip_mm,-10.310740740740753,-103.10740740740754,22089.9490740741,theilslopes,46,1981,2026
GO,Goiás,Goiânia,Centro-Oeste,-16.6869,-49.2648,rainy_days_ge_1mm,-1.0526315789473684,-10.526315789473683,2289.9473684210525,theilslopes,46,1981,2026
GO,Goiás,Goiânia,Centro-Oeste,-16.6869,-49.2648,heavy_rain_days_ge_20mm,-0.1,-1.0,212.35000000000002,theilslopes,46,1981,2026
GO,Goiás,Goiânia,Centro-Oeste,-16.6869,-49.2648,extreme_rain_days_ge_50mm,0.0,0.0,0.0,theilslopes,46,1981,2026
GO,Goiás,Goiânia,Centro-Oeste,-16.6869,-49.2648,dry_days_lt_1mm,0.9166666666666666,9.166666666666666,-1653.0416666666665,theilslopes,46,1981,2026
GO,Goiás,Goiânia,Centro-Oeste,-16.6869,-49.2648,longest_dry_spell_days,0.6666666666666666,6.666666666666666,-1264.1666666666665,theilslopes,46,1981,2026
GO,Goiás,Goiânia,Centro-Oeste,-16.6869,-49.2648,max_1day_precip_mm,0.12071428571428607,1.2071428571428606,-202.00607142857214,theilslopes,46,1981,2026
GO,Goiás,Goiânia,Centro-Oeste,-16.6869,-49.2648,max_5day_precip_mm,-0.5500000000000028,-5.500000000000028,1209.2600000000057,theilslopes,46,1981,2026
GO,Goiás,Goiânia,Centro-Oeste,-16.6869,-49.2648,rainfall_concentration,0.0003678343196568262,0.0036783431965682623,-0.6598642059200109,theilslopes,46,1981,2026
